10.1007/s00213-019-5167-x,30656365
10.1016/j.nlm.2018.12.002,30521851
10.1111/epi.16291,31335966
10.1038/s41598-019-55095-w.,31819151
10.1111/ejn.14500,31231836
10.1016/j.euroneuro.2019.02.007,30851996
10.3389/fnbeh.2019.00200.,31543764
10.1093/cercor/bhz029.,30877790
10.1002/jeab.520,31038195
10.1038/s41386-018-0281-8,30478410
10.3389/fnbeh.2019.00076,31057375
10.3389/fneur.2019.00858,31447770
10.1155/2019/1460890,31191635
10.1098/rstb.2018.0144,30966915
10.1038/s41598-019-51928-w,31705038
10.1096/fj.201802108R,30857416
10.1111/adb.12596,29292566
10.3389/fnbeh.2019.00263 ,
10.1016/j.bbr.2019.01.021,30654122
10.1186/s13041-019-0441-8,30971312
10.1093/cercor/bhz204,
10.1007/s00429-019-01957-y,31506825
10.1016/j.neuroscience.2019.01.066,30742964
10.1186/s13229-019-0292-2,31827744
10.1002/hipo.23032,30844139
10.1111/acer.14149,31318985
10.1101/lm.048264.118,30559117
10.1111/ejn.14152,30218623
10.1016/j.neulet.2019.02.001,30726715
10.1111/gbb.12450,29232042
10.1111/bph.14760,31167040
10.1016/j.expneurol.2019.05.001,31077714
10.1016/j.nlm.2019.02.001,30731234
10.1111/gbb.12594,31177612
10.1177/0269881119875976.,31580222
10.1093/schbul/sby146,30304534
10.1016/j.brainresbull.2019.07.012,31302239
10.1016/j.pnpbp.2018.12.003,30529376
10.3389/fnbeh.2019.00092,31143103
10.1371/journal.pone.0234729,
10.1093/cercor/bhaa277,33043981
10.1101/lm.050245.119,32414940
10.3390/biom10010131 ,
10.1038/s41398-020-0720-2.,32066685
10.1101/lm.051714.120,
10.1007/s11682-019-00179-4,31407153
10.1016/j.celrep.2020.107536.,32320645
10.1111/gbb.12665,32383519
10.1016/j.jneumeth.2020.108761,
10.1016/j.neulet.2020.134970,
10.1038/s41598-020-76560-x,33177588
10.3390/vision4010004,
10.1101/2020.01.28.924142 ,
10.3389/fnbeh.2020.00073. eCollection 2020.,32508604
10.1111/gbb.12650,32141694
,
10.3389/fphar.2020.602770,33343373
10.1172/JCI138532,
10.1007/s00018-020-03553-4,
10.1037/bne0000338,31829644
10.1016/j.bbr.2020.112748,
10.1111/ejn.14671,31901174
10.1101/2020.09.24.310771,
10.1037/pne0000221,
10.1111/gbb.12723,33347690
10.1016/j.nlm.2020.107355,33276070
10.1007/s00213-020-05496-x.,32123974
10.3390/ijms21113833,
10.1016/j.bbr.2019.112294,
10.1016/j.bbi.2019.11.007,31765790
10.1016/j.bbr.2020.112649,
10.1038/s41398-020-00969-1,32792526
10.1111/acer.14426 ,32772384
10.1038/s41398-020-01078-9,
10.1111/gbb.12663,
10.1038/s41598-020-71994-9,32943726
10.1037/bne0000402,
10.1111/gbb.12664,
10.1038/s41386-020-00873-8,
10.1080/1028415X.2020.1809879 ,32840166
10.1186/s12915-020-00848-7,32921313
10.1101/2020.01.01.890798v1,
10.1177/0269881120965880,
10.1016/j.neuropharm.2019.107832.,31678398
10.3389/fped.2020.00289. eCollection 2020,32582593
10.1007/s00213-019-05365-2,31705163
10.1016/j.cub.2020.04.042,
10.1101/2020.07.25.219642v1.full,
10.1101/2020.03.29.015115 ,
10.1101/2020.02.06.937573,
10.1016/j.fct.2020.111710,
10.1101/2020.05.26.117929,
10.1016/j.bbi.2020.10.012,33096253
10.3390/nu12113248,
10.3389/fnsys.2020.00038 ,32714157
10.1007/s00213-020-05687-6,33123820
10.1111/gbb.12652.,32144885
10.1016/j.pnpbp.2020.110235,33373679
10.1038/s41598-020-65090-1,
10.1016/j.nlm.2020.107315,
10.1007/s12035-019-01854-9,
10.1016/j.neulet.2020.135378,
10.1016/j.neuroscience.2020.01.028.,32017953
10.1186/s13041-020-00690-6,33183323
10.1038/s41398-020-0723-z,
10.1038/s41386-020-0612-4 ,
10.3390/ijms21124563 ,32604953
10.1016/j.bbr.2020.113057,33316322
10.1111/gbb.12659,
10.1101/2020.10.03.324814v1,
10.1101/2020.07.21.214106 ,
10.1016/j.neuropharm.2020.108103,
10.1111/gbb.12705,33009724
10.1111/gbb.12710,
10.1007/s10072-020-04910-8,33222103
10.1111/gbb.12695,32812350
10.1007/s12035-020-02197-6,
10.1038/s41598-020-59419-z.,32066765
10.1177/2398212820907177,32219179
10.1186/s13041-020-00710-5,33317605
10.1016/j.pbb.2020.172975,
10.1007/s00213-019-05343-8,31392358
10.1007/s00213-020-05578-w,
10.1038/s41467-020-15909-2,
10.1038/s41380-020-0653-4,
10.1016/j.bbr.2020.113080,33358914
10.1038/s41398-020-01162-0,
10.1038/s42003-020-01611-y,
10.1016/j.bbr.2020.113090,33358916
10.1186/s13041-020-00716-z,
10.1101/2021.02.15.431275,
10.1002/jnr.24815,
10.1186/s13041-021-00735-4,
10.1016/j.neuron.2021.02.001,
10.1016/j.celrep.2021.108741,
